"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 19 08:59:24 GMT 2020","Thu Nov 19 08:59:30 GMT 2020","5812","","","","","","Validate left menu -- @1.4 ",""
"passed","Thu Nov 19 08:59:16 GMT 2020","Thu Nov 19 08:59:24 GMT 2020","8236","","","","","","Validate left menu -- @1.3 ",""
"passed","Thu Nov 19 08:59:06 GMT 2020","Thu Nov 19 08:59:16 GMT 2020","9964","","","","","","Validate left menu -- @1.2 ",""
"passed","Thu Nov 19 08:59:30 GMT 2020","Thu Nov 19 08:59:36 GMT 2020","6096","","","","","","Validate left menu -- @1.5 ",""
"passed","Thu Nov 19 08:58:58 GMT 2020","Thu Nov 19 08:59:06 GMT 2020","7938","","","","","","Validate left menu -- @1.1 ",""
"passed","Thu Nov 19 08:58:57 GMT 2020","Thu Nov 19 08:59:30 GMT 2020","32356","","","","","","Invalid login - data table",""
